Date,Adj Close
2020-01-02,9.306035995483398
2020-01-03,9.32386302947998
2020-01-06,9.306035995483398
2020-01-07,9.31197738647461
2020-01-08,9.424885749816895
2020-01-09,9.502140045166016
2020-01-10,9.591278076171875
2020-01-13,9.650703430175781
2020-01-14,9.644760131835938
2020-01-15,9.686356544494629
2020-01-16,9.751728057861328
2020-01-17,9.739840507507324
2020-01-21,9.781437873840332
2020-01-22,9.828981399536133
2020-01-23,9.567506790161133
2020-01-24,9.591278076171875
2020-01-27,9.63881778717041
2020-01-28,9.686356544494629
2020-01-29,9.763612747192383
2020-01-30,9.793325424194336
2020-01-31,9.710127830505371
2020-02-03,9.793325424194336
2020-02-04,9.941888809204102
2020-02-05,10.007256507873535
2020-02-06,10.01914119720459
2020-02-07,9.89434814453125
2020-02-10,9.852749824523926
2020-02-11,9.876521110534668
2020-02-12,9.953773498535156
2020-02-13,10.031026840209961
2020-02-14,10.031026840209961
2020-02-18,10.048853874206543
2020-02-19,10.102336883544922
2020-02-20,10.470775604248047
2020-02-21,10.506429672241211
2020-02-24,10.357868194580078
2020-02-25,10.013198852539062
2020-02-26,9.906233787536621
2020-02-27,9.365460395812988
2020-02-28,9.06833267211914
2020-03-02,9.448657989501953
2020-03-03,9.41300106048584
2020-03-04,9.543736457824707
2020-03-05,9.418943405151367
2020-03-06,9.234724044799805
2020-03-09,8.343341827392578
2020-03-10,8.575100898742676
2020-03-11,8.064040184020996
2020-03-12,6.715081691741943
2020-03-13,7.166717052459717
2020-03-16,4.0587615966796875
2020-03-17,3.963682174682617
2020-03-18,2.5552971363067627
2020-03-19,3.589301347732544
2020-03-20,3.589301347732544
2020-03-23,3.1317241191864014
2020-03-24,3.072298526763916
2020-03-25,3.4169671535491943
2020-03-26,4.308349132537842
2020-03-27,5.223501682281494
2020-03-30,4.408487319946289
2020-03-31,4.315871715545654
2020-04-01,3.439114570617676
2020-04-02,3.0995254516601562
2020-04-03,2.5870535373687744
2020-04-06,3.12422251701355
2020-04-07,3.5626015663146973
2020-04-08,5.038270950317383
2020-04-09,5.019749164581299
2020-04-13,4.748077392578125
2020-04-14,4.760426044464111
2020-04-15,4.457881927490234
2020-04-16,4.235605716705322
2020-04-17,4.544323444366455
2020-04-20,4.254129409790039
2020-04-21,4.334395885467529
2020-04-22,4.1800360679626465
2020-04-23,4.198559761047363
2020-04-24,4.081246852874756
2020-04-27,4.420835494995117
2020-04-28,4.8715643882751465
2020-04-29,5.130887508392334
2020-04-30,4.785123825073242
2020-05-01,4.791297435760498
2020-05-04,4.71720552444458
2020-05-05,4.587543964385986
2020-05-06,4.420835494995117
2020-05-07,4.661636829376221
2020-05-08,4.599893093109131
2020-05-11,4.414661884307861
2020-05-12,4.161513328552246
2020-05-13,3.8898422718048096
2020-05-14,3.8898422718048096
2020-05-15,3.803400993347168
2020-05-18,4.322046756744385
2020-05-19,4.30969762802124
2020-05-20,4.427011489868164
2020-05-21,4.37144136428833
2020-05-22,4.445533752441406
2020-05-26,4.7048563957214355
2020-05-27,4.951831817626953
2020-05-28,4.927133083343506
2020-05-29,4.599893093109131
2020-06-01,4.951831817626953
2020-06-02,5.235851287841797
2020-06-03,5.655706882476807
2020-06-04,5.98294734954834
2020-06-05,6.260794162750244
2020-06-08,6.797962188720703
2020-06-09,6.174353122711182
2020-06-10,5.871809959411621
2020-06-11,5.1617584228515625
2020-06-12,5.556918144226074
2020-06-15,5.612486362457275
2020-06-16,5.723625183105469
2020-06-17,5.6063127517700195
2020-06-18,5.600137233734131
2020-06-19,5.631010055541992
2020-06-22,5.624835014343262
2020-06-23,5.85945987701416
2020-06-24,5.445778846740723
2020-06-25,5.742148399353027
2020-06-26,5.64335823059082
2020-06-29,5.752254009246826
2020-06-30,5.841933250427246
2020-07-01,5.598519325256348
2020-07-02,5.451189994812012
2020-07-06,5.483218193054199
2020-07-07,5.335888862609863
2020-07-08,5.323077201843262
2020-07-09,5.137314796447754
2020-07-10,5.348699569702148
2020-07-13,5.303860664367676
2020-07-14,5.380727767944336
2020-07-15,5.765066146850586
2020-07-16,5.630547046661377
2020-07-17,5.572896957397461
2020-07-20,5.496028900146484
2020-07-21,5.636953353881836
2020-07-22,5.765066146850586
2020-07-23,5.7138214111328125
2020-07-24,5.566490650177002
2020-07-27,5.656169891357422
2020-07-28,5.752254009246826
2020-07-29,5.86115026473999
2020-07-30,5.880366802215576
2020-07-31,5.848339557647705
2020-08-03,5.745847702026367
2020-08-04,5.777877330780029
2020-08-05,5.886772632598877
2020-08-06,5.976451873779297
2020-08-07,6.239081382751465
2020-08-10,6.431251525878906
2020-08-11,6.4184393882751465
2020-08-12,6.30313777923584
2020-08-13,6.181430816650391
2020-08-14,6.354382038116455
2020-08-17,6.30313777923584
2020-08-18,6.239081382751465
2020-08-19,6.335166931152344
2020-08-20,6.322355270385742
2020-08-21,6.149403095245361
2020-08-24,6.367193222045898
2020-08-25,6.412033557891846
2020-08-26,6.30313777923584
2020-08-27,6.37360143661499
2020-08-28,6.552957057952881
2020-08-31,6.380005359649658
2020-09-01,6.251893043518066
2020-09-02,6.258298397064209
2020-09-03,6.264703750610352
2020-09-04,6.200649261474609
2020-09-08,6.239081382751465
2020-09-09,6.386412143707275
2020-09-10,6.28392219543457
2020-09-11,6.117374897003174
2020-09-14,6.30313777923584
2020-09-15,6.251893043518066
2020-09-16,6.5273356437683105
2020-09-17,6.508118629455566
2020-09-18,6.52092981338501
2020-09-21,6.264703750610352
2020-09-22,6.2134599685668945
2020-09-23,5.925207138061523
2020-09-24,5.982856750488281
2020-09-25,6.149403095245361
2020-09-28,6.2711100578308105
2020-09-29,6.039092063903809
2020-09-30,6.0589799880981445
2020-10-01,6.184932231903076
2020-10-02,6.290996551513672
2020-10-05,6.370546340942383
2020-10-06,6.271109580993652
2020-10-07,6.211448669433594
2020-10-08,6.3904337882995605
2020-10-09,6.310885429382324
2020-10-12,6.337400913238525
2020-10-13,6.277738571166992
2020-10-14,6.317513465881348
2020-10-15,6.469982147216797
2020-10-16,6.271109580993652
2020-10-19,6.145157337188721
2020-10-20,6.145157337188721
2020-10-21,6.0589799880981445
2020-10-22,6.105382919311523
2020-10-23,6.2048187255859375
2020-10-26,6.052350997924805
2020-10-27,6.065608978271484
2020-10-28,5.946285247802734
2020-10-29,6.251223564147949
2020-10-30,6.171674728393555
2020-11-02,6.463352203369141
2020-11-03,6.589305400848389
2020-11-04,6.416950702667236
2020-11-05,6.456723690032959
2020-11-06,6.237964630126953
2020-11-09,6.834580898284912
2020-11-10,7.1262617111206055
2020-11-11,6.960533618927002
2020-11-12,6.662225246429443
2020-11-13,6.867728233337402
2020-11-16,7.391424179077148
2020-11-17,7.291987419128418
2020-11-18,7.291987419128418
2020-11-19,7.378166198730469
2020-11-20,7.345020294189453
2020-11-23,7.510746955871582
2020-11-24,7.689733028411865
2020-11-25,7.4577155113220215
2020-11-27,7.563780784606934
2020-11-30,7.384794235229492
2020-12-01,7.577038288116455
2020-12-02,7.809056758880615
2020-12-03,7.822314262390137
2020-12-04,7.855459690093994
2020-12-07,7.862090110778809
2020-12-08,7.835573673248291
2020-12-09,7.809056758880615
2020-12-10,7.775910377502441
2020-12-11,7.689733028411865
2020-12-14,7.921750545501709
2020-12-15,8.332751274108887
2020-12-16,8.538254737854004
2020-12-17,8.68409538269043
2020-12-18,8.16039752960205
2020-12-21,7.968155860900879
2020-12-22,7.868717670440674
2020-12-23,8.120623588562012
2020-12-24,8.100736618041992
2020-12-28,8.246576309204102
2020-12-29,8.110381126403809
2020-12-30,7.974186897277832
2020-12-31,8.110381126403809
2021-01-04,7.783514022827148
2021-01-05,7.74946403503418
2021-01-06,8.205718040466309
2021-01-07,8.03547477722168
2021-01-08,7.974186897277832
2021-01-11,8.049094200134277
2021-01-12,8.08995246887207
2021-01-13,8.137619972229004
2021-01-14,8.164859771728516
2021-01-15,8.130809783935547
2021-01-19,8.158048629760742
2021-01-20,8.212528228759766
2021-01-21,8.124000549316406
2021-01-22,8.267005920410156
2021-01-25,8.055903434753418
2021-01-26,7.960566520690918
2021-01-27,7.783514022827148
2021-01-28,7.912898063659668
2021-01-29,7.708606243133545
2021-02-01,7.83118200302124
2021-02-02,8.049094200134277
2021-02-03,8.03547477722168
2021-02-04,8.17166805267334
2021-02-05,8.287434577941895
2021-02-08,8.559821128845215
2021-02-09,8.457677841186523
2021-02-10,8.716446876525879
2021-02-11,8.791353225708008
2021-02-12,8.9275484085083
2021-02-16,9.281654357910156
2021-02-17,9.084171295166016
2021-02-18,9.240796089172363
2021-02-19,9.540423393249512
2021-02-22,9.445087432861328
2021-02-23,9.445087432861328
2021-02-24,9.635759353637695
2021-02-25,9.247605323791504
2021-02-26,9.404229164123535
2021-03-01,9.628950119018555
2021-03-02,9.628950119018555
2021-03-03,9.737905502319336
2021-03-04,9.342942237854004
2021-03-05,9.560851097106934
2021-03-08,9.74471664428711
2021-03-09,9.69704818725586
2021-03-10,9.908147811889648
2021-03-11,9.935388565063477
2021-03-12,10.051152229309082
2021-03-15,10.221397399902344
2021-03-16,9.840049743652344
2021-03-17,9.8468599319458
2021-03-18,9.533613204956055
2021-03-19,9.731095314025879
2021-03-22,9.703855514526367
2021-03-23,9.458707809448242
2021-03-24,9.451898574829102
2021-03-25,9.628950119018555
2021-03-26,9.472325325012207
2021-03-29,9.485945701599121
2021-03-30,9.632635116577148
2021-03-31,9.583738327026367
2021-04-01,9.751382827758789
2021-04-05,9.660575866699219
2021-04-06,9.61168098449707
2021-04-07,9.63962173461914
2021-04-08,9.70947265625
2021-04-09,9.70248794555664
2021-04-12,9.779325485229492
2021-04-13,9.932999610900879
