,Date,Adj Close,daily_return
0,2020-01-02,104.6917724609375,
1,2020-01-03,104.5329132080078,-0.0015173995930670703
2,2020-01-06,104.56097412109376,0.00026844093620659315
3,2020-01-07,104.24327087402344,-0.003038449572040025
4,2020-01-08,103.9349594116211,-0.0029576150078304275
5,2020-01-09,104.6730728149414,0.007101685587783013
6,2020-01-10,104.36473846435548,-0.002945689299969745
7,2020-01-13,104.64505767822266,0.002685957134486605
8,2020-01-14,104.18722534179688,-0.004375097559156438
9,2020-01-15,104.84123992919922,0.006277301130314106
10,2020-01-16,105.41119384765624,0.005436352325114857
11,2020-01-17,106.6538543701172,0.011788696030299306
12,2020-01-21,106.4763412475586,-0.0016643854421105608
13,2020-01-22,106.1493148803711,-0.003071352408955952
14,2020-01-23,106.7286148071289,0.005457406177427293
15,2020-01-24,106.39224243164062,-0.003151660649734378
16,2020-01-27,105.5793685913086,-0.007640348786278506
17,2020-01-28,108.01375579833984,0.02305741395797334
18,2020-01-29,108.76426696777344,0.006948292501140152
19,2020-01-30,107.50718688964844,-0.011557840761226013
20,2020-01-31,104.93675994873048,-0.023909349833108218
21,2020-02-03,106.42835998535156,0.014214275696617928
22,2020-02-04,107.6291275024414,0.011282401770121409
23,2020-02-05,109.46784210205078,0.017083801033021206
24,2020-02-06,109.24269104003906,-0.002056778115730351
25,2020-02-07,109.45843505859376,0.001974905748848954
26,2020-02-10,110.2933578491211,0.007627761077347639
27,2020-02-11,110.83747863769533,0.004933395801754337
28,2020-02-12,111.40033721923828,0.005078233359880224
29,2020-02-13,111.98196411132812,0.0052210514492894156
30,2020-02-14,111.428466796875,-0.004942736259768266
31,2020-02-18,112.05702209472656,0.005640886174960835
32,2020-02-19,111.14704895019533,-0.008120625798550996
33,2020-02-20,109.83370971679688,-0.011816231252230192
34,2020-02-21,109.14885711669922,-0.00623535890632787
35,2020-02-24,106.3157958984375,-0.025955940292005764
36,2020-02-25,104.23319244384766,-0.01958884319108456
37,2020-02-26,105.62158203125,0.013320033233658268
38,2020-02-27,100.2649917602539,-0.050714921780013245
39,2020-02-28,98.0885772705078,-0.021706624132081798
40,2020-03-02,101.32505798339844,0.03299549043274541
41,2020-03-03,99.9272689819336,-0.013795096980786958
42,2020-03-04,103.75475311279295,0.038302699251706374
43,2020-03-05,99.9647979736328,-0.03652801462541244
44,2020-03-06,99.12986755371094,-0.008352244358479921
45,2020-03-09,93.69823455810548,-0.05479310251940428
46,2020-03-10,96.70954895019533,0.03213843255736504
47,2020-03-11,92.82579040527344,-0.04015899760758879
48,2020-03-12,87.24405670166016,-0.0601312811799789
49,2020-03-13,92.53498077392578,0.06064509460350376
50,2020-03-16,82.42218017578125,-0.10928624519684438
51,2020-03-17,86.2121353149414,0.04598222385136319
52,2020-03-18,75.80851745605469,-0.12067463380742494
53,2020-03-19,74.13867950439453,-0.02202704930390098
54,2020-03-20,74.92669677734375,0.010628962887078597
55,2020-03-23,71.94351959228516,-0.039814609656736444
56,2020-03-24,81.54975128173828,0.13352462798446751
57,2020-03-25,81.48407745361328,-0.0008053222369509561
58,2020-03-26,80.54595184326172,-0.01151299296338737
59,2020-03-27,80.16132354736328,-0.004775265386979366
60,2020-03-30,84.00756072998047,0.047981208548092846
61,2020-03-31,81.10883331298828,-0.03450555392638244
62,2020-04-01,76.9436264038086,-0.051353308129913566
63,2020-04-02,77.6284408569336,0.008900210259535024
64,2020-04-03,74.954833984375,-0.03444107395491758
65,2020-04-06,81.92497253417969,0.09299118121264427
66,2020-04-07,82.42005920410156,0.006043171631401112
67,2020-04-08,88.27621459960938,0.07105255021724588
68,2020-04-09,91.10530090332033,0.032048115299718294
69,2020-04-13,89.60588836669922,-0.016458016402495224
70,2020-04-14,93.77405548095705,0.046516665257535283
71,2020-04-15,90.8129653930664,-0.03157685857461878
72,2020-04-16,91.68053436279295,0.00955336020546671
73,2020-04-17,92.92532348632812,0.013577463658854372
74,2020-04-20,90.3037338256836,-0.02821178944865599
75,2020-04-21,87.41807556152344,-0.03195502712800824
